Nom de l'offre touristique;Catégorie de l'offre;Type de l'offre;Adresse1;Adresse partie 1 suite;Adresse2;Adresse3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une video;Widget tripadvisor;Equipements;Labels;Chaînes;Classement dans un label;CLassement pour le label Logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Nombre chambres;Nombre chambres familiales;Nombre chambres pour accès à mobilité réduite;Groupe accepté: oui / non;Langues parlées à l'accueil;Présence salle de réunion: oui / non;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarifs;Modes de paiement acceptés;localisation;departement
HÔTEL CAMPANILE NANTES CENTRE ST JACQUES;3 étoiles;Hôtel;;;16 Boulevard Emile Gabory;;44200;NANTES;;44109;47.196478;-1.531477;"Aéroport/aérodrome||Aéroport Nantes Atlantique||6,8141;Gare maritime||||3,38054;Gare SNCF||Gare SNCF - accès Nord||2,53954;Gare SNCF||Gare SNCF - accès Sud||2,33028;Transport en commun||Busway bonne garde||0";;02 72 65 65 65;02 51 77 79 79;;;;Facebook||https://www.facebook.com/CampanileNantesCentre;;;"Garage privé;Parking privé;Restaurant;WiFi";Qualité Tourisme;Campanile;;;;;Supplément 5€;;;107;9;4;oui;"Allemand;Anglais;Espagnol;Français;Russe";oui;oui;oui;||||Toute l'année 7j/7j et 24h/24h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a162450/HOTPDL044162450/reserver||||||;oui;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";47.196478,-1.531477;Loire-Atlantique
RADISSON BLU;4 étoiles;Hôtel - Restaurant;;;6 place Aristide Briand;;44000;NANTES;;44109;47.217484;-1.563148;"Aéroport/aérodrome||Aéroport Nantes Atlantique||7,2252;Gare maritime||Gare maritime||1,48883;Gare SNCF||Gare SNCF - accès Nord||1,50869;Gare SNCF||Gare SNCF - accès Sud||1,57776";;02 72 00 10 00;;;https://www.radissonhotels.com/fr-fr/hotels/radisson-blu-nantes;https://www.youtube.com/watch?v=vP8N275iH_k;"Instagram||https://www.instagram.com/radissonblunantes/;Facebook||https://www.facebook.com/radissonbluhotelnantes/";;;"Climatisation;Restaurant;WiFi";Clef Verte;;;;;oui;25 € par animaux;;;142;7;;oui;"Anglais;Espagnol;Français";oui;oui;oui;;;||http://reservation.nantes-tourisme.com/fr/hebergements/a381902/HOTPDL044381902/reserver||||||;oui;;Cartes bancaires;47.217484,-1.563148;Loire-Atlantique
CHATEAU DES MARAIS;En cours de classement;Hôtel;;;Lieu-dit Le Moulin des Jamonnières;;44310;SAINT-PHILBERT-DE-GRAND-LIEU;;44188;47.03462;-1.68304;"Aéroport/aérodrome||Nantes Atlantique ||25;Bord de mer||Pornic ||30;Itinéraire de randonnée||Tour du Lac ||0,5";;02 57 67 44 44;;;http://www.chateau-desmarais.fr;;;;;"Climatisation;Garage privé;Parking privé;WiFi";;;;;;;;non;;8;;;;"Anglais;Français";;;;;||02 57 67 44 44||co tact.chateaudesmarais@gmail.com;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.03462,-1.68304;Loire-Atlantique
HÔTEL PREMIÈRE CLASSE REZÉ;1 étoile;Hôtel;;;4 Impasse Ordronneau - CP 2511;;44400;REZE;;44143;47.190616;-1.569382;"Aéroport/aérodrome||||4,36997;Gare maritime||||1,77003;Gare SNCF||Gare SNCF - accès Nord||3,6213;Gare SNCF||Gare SNCF - accès Sud||3,49132";;08 92 23 48 14;;;http://www.premiere-classe-nantes-sud-reze-aeroport.fr/fr/index.aspx;;;;;"Parking privé;WiFi";;Première Classe;;;;;;;;74;;;;;;;oui;;;||http://reservation.nantes-tourisme.com/fr/hebergements/a105590/HOTPDL044105590/reserver||||||;oui;;;47.190616,-1.569382;Loire-Atlantique
OKKO HOTEL NANTES CHÂTEAU;4 étoiles;Hôtel;;;15 bis rue de Strasbourg;;44000;NANTES;;44109;47.2166629;-1.5517898;"Aéroport/aérodrome||||7,53235;Gare maritime||||2,02983;Gare SNCF||Gare SNCF - accès Nord||0,664306;Gare SNCF||Gare SNCF - accès Sud||0,715124";;02 52 20 00 70;;;http://nanteschateau.okkohotels.com/;;;;;"Climatisation;Espace bien-être;Local vélo;Parking privé;Restaurant;Salle de sport;WiFi";;;;;;oui;;non;;80;0;3;oui;"Anglais;Espagnol";non;oui;oui;;;||http://reservation.nantes-tourisme.com/fr/hebergements/a393337/HOTPDL044393337/reserver||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.2166629,-1.5517898;Loire-Atlantique
HÔTEL LE TERMINUS;2 étoiles;Hôtel;;;3 Allée du Commandant Charcot;;44000;NANTES;;44109;47.2177783;-1.5433848;"Aéroport/aérodrome||||7,9724;Gare maritime||||2,63478;Gare maritime||||2,63478;Gare SNCF||Gare SNCF - accès Sud||0,203357";;02 40 74 24 51;;;http://www.hotel-terminus-nantes.com;;;;;WiFi;Qualité Tourisme;Contact hôtel;;;;oui;5€;non;;38;1;2;oui;Anglais;non;oui;oui;||||Tous les jours 24h/24h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a214864/HOTPDL044214864/reserver||||||;oui;"Chambre double||61,00||93,00||;Taxe de séjour / nuit / pers||0,75||0,75||;Petit-déjeuner / pers||8,50||8,50||";"Cartes bancaires;Chèques Vacances;Espèces";47.2177783,-1.5433848;Loire-Atlantique
HÔTEL L'AUBERGE DU DONNEAU;Non classé;Hôtel - Restaurant;;;Place de l'Eglise;;44440;PANNECE;;44118;47.4851559;-1.2395736;"Gare SNCF||Ancenis||16,2;Autoroute||Autoroute A11||12;Aéroport/aérodrome||Aéroport Nantes-Atlantique||53";06 61 52 56 72;02 40 05 67 34;;;;;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g3348858-d3345528-Reviews-L_auberge_du_Donneau-Pannece_Loire_Atlantique_Pays_de_la_Loire.html;;"<div id=""TA_selfserveprop242"" class=""TA_selfserveprop"">;<ul id=""o2CmYg"" class=""TA_links twA8QF93"">;<li id=""5h95CJLHL5"" class=""zYx20rnvqJ"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=242&amp;locationId=3345528&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";"Parking privé;Restaurant";;;;;;oui;;non;;4;;1;oui;Français;non;non;non;||||||||07:30||15:30||17:30||20:30||07:30||15:30||17:30||20:30||07:30||15:30||17:30||20:30||07:30||15:30||17:30||20:30||07:30||20:30||||||07:30||13:00||||||||||||;LE CAM Vanessa||02 40 05 67 34||lememarva@hotmail.fr;;;;"Cartes bancaires;Chèques bancaires et postaux";47.4851559,-1.2395736;Loire-Atlantique
HÔTEL-RESTAURANT LES ONDINES;2 étoiles;Hôtel - Restaurant;;;2 rue Nationale;Quai de la Sarthe, Châteauneuf-sur-Sarthe;49330;LES HAUTS-D'ANJOU;;49080;47.6789407;-0.4872417;"Gare SNCF||Etriché||7;Autoroute||Durtal||15;Gare routière||Chateauneuf sur sarthe||0;Transport en commun||Chateauneuf sur Sarthe||0;Aéroport/aérodrome||Marcé||20;Halte fluviale||quai de la sarthe||0";06 84 76 15 63;02 41 69 84 38;;;http://www.hotelrestaurant-angers.com/;;"Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1096458-d630673-Reviews-Les_Ondines_Hotel_Restaurant-Chateauneuf_sur_Sarthe_Maine_et_Loire_Pays_de_la_Loire.html;Facebook||https://fr-fr.facebook.com/pages/H%C3%B4tel-Restaurant-Les-Ondines/134463520044391";;;"Local vélo;Parking privé;Restaurant;WiFi";Qualité Tourisme;Logis;;"1 cheminée;Hôtel Essentiel";;oui;Supplément de 6.00€/jour;non;;24;0;0;oui;"Anglais;Français";oui;non;oui;01/01/2022||31/12/2022||Ouvert du lundi au jeudi d'octobre à fin mars et du mercredi au dimanche d'avril à septembre.||Période de fermeture pour congés du 21 février au 06 mars et du 23 au 31 décembre 2022.||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Mme et M LUCAS||02 41 69 84 38||lesondines3@wanadoo.fr;||https://www.logishotels.com/fr/hotel/hotel-les-ondines-2757||||||;oui;"Chambre single||60,25||73,20||;Chambre double||73,50||83,50||;Taxe de séjour / nuit / pers||0,50||0,50||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.6789407,-0.4872417;Maine-et-Loire
HÔTEL LE PILORI;Non classé;Hôtel;;;13 place du Pilori;;53600;EVRON;;53097;48.1559153;-0.4015664;Gare SNCF||Evron||0,5;;02 43 68 86 32;;;;;;;;WiFi;;;;;;oui;Petit chien. Aucun supplément.;non;;14;1;1;oui;"Anglais;Français";oui;non;oui;;||02 43 68 86 32||;;;"Chambre double||50,00||60,00||;Chambre familiale||70,00||||;Petit-déjeuner / pers||7,50||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";48.1559153,-0.4015664;Mayenne
HOTEL DOMAINE DES LYS;4 étoiles;Hôtel;;;Château de Guère;Ancenis;44150;ANCENIS-SAINT-GEREON;;44003;47.3904065;-1.2129124;"Gare SNCF||Gare d'Ancenis||5;Route (nationale/départ.)||RD723||2,4;Autoroute||A11||4";;02 40 83 55 68;;;http://www.domainelys.fr;;"Facebook||http://www.facebook.com/pages/Domaine-des-Lys/152645151357;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1051955-d3610458-Reviews-Le_Domaine_des_Lys-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html";;"<div id=""TA_selfserveprop598"" class=""TA_selfserveprop"">;<ul id=""XXGxHQvUFvz"" class=""TA_links nFqutnK"">;<li id=""HQeTDx97aGW"" class=""8OAo9RV"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=598&amp;locationId=3610458&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";"Parking privé;WiFi";;;;;;oui;;non;;22;;;oui;"Anglais;Espagnol;Français";;oui;oui;;Jérôme Durand||02 40 83 55 68||domainelys@hotmail.fr;;;;"Cartes bancaires;Chèques bancaires et postaux";47.3904065,-1.2129124;Loire-Atlantique
HÔTEL RESTAURANT LE LOGIS D'ELBEE;2 étoiles;Hôtel - Restaurant;;La Loge;Allée Jean Monnet;BEAUPREAU;49600;BEAUPREAU-EN-MAUGES;;49023;47.2088221;-0.9791971;"Gare SNCF||Gare de Chemillé-en-Anjou||21;Gare SNCF||Gare de Cholet||21;Autoroute||A87 Péage de Chemillé||24";02 41 75 63 75;;Partenaires Ôsez Mauges 2022;;https://www.theoriginalshotels.com/hotels/cholet-nord-le-logis-d-elbee#ficheResa;;"Facebook||https://www.facebook.com/lelogisdelbee/?fref=ts;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g3946440-d573041-Reviews-Le_Logis_d_Elbee-Beaupreau_Maine_et_Loire_Pays_de_la_Loire.html";;;"Parking privé;Restaurant;WiFi";;The Originals Hotels;;;;oui;;non;;29;2;2;oui;"Anglais;Français";oui;oui;oui;;;||https://reservations.theoriginalshotels.com/105786?datein=1/28/2020&dateout=1/29/2020&rooms=1&adults=2&languageid=3&subchan=SITE-TheOriginals||||02 41 75 63 75||logis.delbee49@wanadoo.fr;oui;"Chambre single||54,00||54,00||;Chambre double||73,00||75,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.2088221,-0.9791971;Maine-et-Loire
HOTEL RESTAURANT LE CAMELIA;Non classé;Hôtel - Restaurant;4 rue du calvaire;;4, rue du Calvaire;;53170;RUILLE-FROID-FONDS;;53193;47.9001455;-0.6418016;"Gare SNCF||Gare Laval||26;Autoroute||A81 sortie 3||28,5;Autoroute||A11 sortie 10||38,9;Route (nationale/départ.)||laval||22;Route (nationale/départ.)||chateau gontier||12";06 79 52 63 72;02 43 07 71 55;;;;;"Facebook||https://www.facebook.com/Le-Camelia-440790069606655;Instagram||https://www.instagram.com/le.camelia_/;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g4329825-d4328376-Reviews-Le_Camelia-Ruille_Froid_Fonds_Mayenne_Pays_de_la_Loire.html";;;"Local vélo;Parking privé;Restaurant;WiFi";;;;;;oui;;non;;10;;2;oui;"Anglais;Français";oui;non;oui;01/01/2022||31/12/2022||||||08:30||22:00||08:30||22:00||07:00||22:00||07:00||22:00||07:00||22:00||07:00||22:00||07:00||22:00||07:00||22:00||07:00||17:30||07:00||23:00||08:30||00:00||08:30||00:00||08:30||17:30||08:30||17:30;"Madame et Monsieur Gatineau||02 43 07 71 55||yannick.gatineau@wanadoo.fr;gatineau nathalie||06 79 52 63 72||";;;"Chambre double||59,00||59,00||;Soirée étape affaires||72,00||||;Demi-pension||63,00||||;Petit-déjeuner / pers||7,50||||;Pension complète / pers||77,00||||";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant";47.9001455,-0.6418016;Mayenne
HOTEL DE BOURGOGNE;3 étoiles;Hôtel;;;9, allée du Commandant Charcot;;44000;NANTES;;44109;47.21709;-1.545521;"Gare SNCF||Gare SNCF - accès Nord||-0,802247;Aéroport/aérodrome||||7,82;Gare maritime||||2,45661;Gare SNCF||Gare SNCF - accès Sud||0,263534";;02 40 74 03 34;;;http://www.hotelbourgognenantes.fr;;;;;WiFi;;;;;;oui;;;;39;1;;oui;"Anglais;Italien";oui;oui;non;||||24H/24 - accueil de nuit||15/07/20 au 15/0820||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a105614/HOTPDL044105614/reserver||||||;oui;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.21709,-1.545521;Loire-Atlantique
HÔTEL DE LA GARE NANTES;2 étoiles;Hôtel;;;5 allée du Commandant Charcot;;44000;NANTES;;44109;47.21709;-1.545457;"Gare SNCF||Gare SNCF - accès Sud||0,259163;Gare SNCF||Gare SNCF - accès Nord||0,193445;Aéroport/aérodrome||||7,82262;Gare maritime||||2,46083";;02 40 74 37 25;;;http://www.hotel-gare-nantes.com;;;;;WiFi;"Club des Hôteliers;Qualité Tourisme";Citotel;;;;oui;Nous acceptons les animaux de compagnie dans la mesure où ils sont bien élevés et maitrisés;;;28;3;0;oui;"Allemand;Anglais;Espagnol;Français";non;oui;oui;||||24H/24 - accueil de nuit||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a40714/HOTPDL04440714/reserver||||||;oui;;"Cartes bancaires;Chèques Vacances";47.21709,-1.545457;Loire-Atlantique
HÔTEL ABAT JOUR;2 étoiles;Hôtel;;;17 Rue Geoffroy Drouet;;44000;NANTES;;44109;47.221725;-1.548471;"Gare SNCF||Gare SNCF - accès Sud||0,778477;Gare SNCF||Gare SNCF - accès Nord||0,584517;Aéroport/aérodrome||||8,14535;Gare maritime||||2,57674";;02 40 74 35 95;;;http://www.hotel-abat-jour-nantes.fr/;;;;;WiFi;;;;;;non;;non;;15;;;;;;;oui;||||de 7h à 13h et de 17h à 22h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a40748/HOTPDL04440748/reserver||||||;oui;;"Cartes bancaires;Chèques Vacances";47.221725,-1.548471;Loire-Atlantique
HÔTEL IBIS NANTES CENTRE TOUR BRETAGNE;3 étoiles;Hôtel;;;19, rue Jean Jaurès;;44000;NANTES;;44109;47.218949;-1.5607023;"Gare SNCF||Gare SNCF - accès Sud||1,42144;Gare SNCF||Gare SNCF - accès Nord||1,32854;Aéroport/aérodrome||||7,44944;Gare maritime||||1,72721";;02 40 35 39 00;;;http://www.ibishotel.com;;;;;"Parking privé;WiFi";Qualité Tourisme;Ibis;;;;oui;5€/jour;non;;140;6;6;;"Allemand;Anglais;Espagnol;Italien;Russe";oui;oui;oui;||||24h/24||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a40752/HOTPDL04440752/reserver||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.218949,-1.5607023;Loire-Atlantique
OCEANIA HÔTEL DE FRANCE;4 étoiles;Hôtel;;;24 rue Crébillon;;44000;NANTES;;44109;47.213461;-1.561561;"Gare SNCF||Gare SNCF - accès Sud||1,4794;Gare SNCF||Gare SNCF - accès Nord||1,4729;Aéroport/aérodrome||||6,87021;Gare maritime||||1,22743";;02 40 73 57 91;;;http://www.oceaniahotels.com/h/hotel-oceania-hotel-de-france-nantes/presentation;;;;;"Climatisation;Parking privé;Salle de sport;WiFi";;;;;;oui;avec un supplément de 20 euros par jour;;;72;4;3;oui;"Anglais;Espagnol;Français";non;oui;oui;||||24H/24 - accueil de nuit||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://reservation.nantes-tourisme.com/fr/hebergements/a40681/HOTPDL04440681/reserver||||||;oui;;"Cartes bancaires;Chèques Vacances";47.213461,-1.561561;Loire-Atlantique
HÔTEL-RESTAURANT KYRIAD LES CHAMPS D'AVAUX;3 étoiles;Hôtel;"D751A - Lieu dit ""LES CHAMPS D'AVAUX""";;Route de Nantes - Pornic-Noirmoutier;;44830;BOUAYE;;44018;47.143847;-1.686745;"Gare SNCF||Gare SNCF - accès Sud||13,5502;Gare SNCF||Gare SNCF - accès Nord||13,6202;Aéroport/aérodrome||||6,6245;Gare maritime||||10,9976";;02 40 65 43 50;;;www.champs-d-avaux.com;;;;;"Parking privé;Piscine;Restaurant;Tennis;WiFi";;Kyriad;;;;oui;Supplément de 10€;non;;44;5;4;oui;"Anglais;Espagnol;Français;Italien";oui;non;oui;"||||24h24. Impératif de contacter l'hôtel pour toute arrivée après 23H;afin d'obtenir un code d'accès||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;||http://reservation.nantes-tourisme.com/fr/hebergements/a40479/HOTPDL04440479/reserver||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.143847,-1.686745;Loire-Atlantique
HÔTEL DU PARC;2 étoiles;Hôtel;;;92 route de la Garenne;;44700;ORVAULT;;44114;47.265369;-1.627049;"Gare SNCF||Gare SNCF - accès Sud||8,4205;Gare SNCF||Gare SNCF - accès Nord||8,24379;Aéroport/aérodrome||||12,0911;Gare maritime||||7,70431;Autoroute||Porte d'Orvault||1;Transport en commun||Bus Ligne 89 Station Launay||0,2";;02 40 63 04 79;;;www.hotel-du-parc-nantes.com;;;;;"Parking privé;WiFi";"Club des Hôteliers;Qualité Tourisme";Contact hôtel;;;;non;;;;30;;2;oui;"Anglais;Espagnol";non;non;oui;"||||de 8h à 20h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||||||||07:00||||||20:30||07:00||||||20:30||07:00||||||20:30||07:00||||||20:30||07:00||||||20:30||08:00||||||20:30||08:00||13:00||18:00||20:30";;||http://reservation.nantes-tourisme.com/fr/hebergements/a218109/HOTPDL044218109/reserver||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.265369,-1.627049;Loire-Atlantique
HOTEL - RELAIS LE BOCAGE;Non classé;Hôtel - Restaurant;;;2, rue de Mausson;;53220;PONTMAIN;;53181;48.4405649;-1.0585208;"Gare SNCF||LAVAL||50;Autoroute||FOUGERES A84||20;Route (nationale/départ.)||||0;Gare routière||FOUGERES||17;Transport en commun||FOUGERES||17;Aéroport/aérodrome||RENNES||70";;02 43 30 26 00;;;https://www.relaislebocage.com/;;"Facebook||https://www.facebook.com/relaislebocage/;Instagram||https://www.instagram.com/relaislebocage/";;;"Local vélo;Parking privé;Restaurant;Salle de sport;WiFi";;;;;;oui;;non;;66;10;3;oui;"Anglais;Français";oui;non;oui;01/01/2022||31/12/2022||Tous les jours de 8H30 -18H30 (dimanche et jours fériés 8H30 -17H00)||||08:30||||||18:30||08:30||||||18:30||08:30||||||18:30||08:30||||||18:30||08:30||||||18:30||08:30||||||18:30||08:30||||||17:00;JEUSSELIN||02 43 30 26 00||relais.bocage@wanadoo.fr;;;"Chambre double||63,00||70,00||;Chambre single||46,25||51,25||;Taxe de séjour / nuit / pers||0,70||||;Petit-déjeuner / pers||7,50||7,50||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.4405649,-1.0585208;Mayenne
HOTEL LE CASTILLO;Non classé;Hôtel - Restaurant;;;21 rue d'Ancenis;;44110;CHATEAUBRIANT;;44036;47.7148898;-1.3705405;Gare SNCF||||;06 62 58 78 04;02 40 28 29 78;;;http://www.lecastillo.fr;;;;;"Parking privé;Restaurant;WiFi";;;;;;oui;;non;;10;;;oui;;non;;oui;||||||fermé le vendredi soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Chambre double||50,00||||;Petit-déjeuner / pers||7,00||||";"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.7148898,-1.3705405;Loire-Atlantique
HÔTEL LE CHARLESTON LE MANS;3 étoiles;Hôtel;;;18-20 rue Gastelier;;72000;LE MANS;;72181;47.9964244;0.19441208;Gare SNCF||||0,1;;02 43 24 87 46;;;http://www.lecharlestonhotel.com;http://youtu.be/Uauto-LsU50;"Facebook||https://fr-fr.facebook.com/pages/Le-Charleston/400267356713446;Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g187195-d627692-Reviews-Hotel_Le_Charleston-Le_Mans_Sarthe_Pays_de_la_Loire.html";;;"Garage privé;WiFi";"Club des Hôteliers;Welcome ! C’est beau ici !";Logis;;3 cheminées;;oui;7€;non;"Sarthe à Vélo;V44-De Loir en Loire";31;4;;oui;"Anglais;Espagnol;Français";non;non;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.9964244,0.19441208;Sarthe
HÔTEL RESTAURANT SAINT-LOUIS;3 étoiles;Hôtel - Restaurant;;;27 place du Marché;;72210;LA SUZE-SUR-SARTHE;;72346;47.8896982;0.027982;"Route (nationale/départ.)||D27 entre Le Mans et Sablé||0;Autoroute||A 11 Sortie n°9||12;Aéroport/aérodrome||Route d'Angers N23||22;Gare SNCF||Gare SNCF-TGV La Suze ||0;Transport en commun||||0,1;Halte fluviale||Port de La Suze (rivière La Sarthe)||0,2";;02 43 77 31 07;02 43 77 27 66;;http://www.hotel-saint-louis.fr;;Tripadvisor||;;"<div id=""TA_selfserveprop219"" class=""TA_selfserveprop"">;<ul id=""Txpt4uW1"" class=""TA_links hUsoYQz2eKb"">;<li id=""xZ7A1nib"" class=""4GqwjYN"">6 avis pour <a target=""_blank"" href=""http://www.tripadvisor.fr/Hotel_Review-g1699502-d1699503-Reviews-Logis_Saint_Louis-La_Suze_sur_Sarthe_Sarthe_Pays_de_la_Loire.html"">Logis Saint Louis</a> à La Suze-sur-Sarthe</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=219&amp;locationId=1699503&amp;lang=fr&amp;rating=true&amp;nreviews=5&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=false&amp;border=true""></script>;";"Climatisation;Garage privé;Restaurant;WiFi";"Qualité Tourisme;Welcome ! C’est beau ici !";Logis;;2 cheminées;;oui;;non;"Sarthe à Vélo;V44-De Loir en Loire";22;4;;oui;"Anglais;Français";oui;non;oui;01/01/2022||16/12/2022||||Fermé le dimanche. Fermé pendants les vacances scolaires du 17 décembre au 1er janvier inclus.||||||14:00||20:30||07:00||||||20:30||07:00||||||20:30||07:00||||||20:30||07:00||||||20:30||08:00||||||20:30||||||||;HERON||02.43.77.31.07||info@hotel-saint-louis.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.8896982,0.027982;Sarthe
HÔTEL-RESTAURANT LES JARDINS DE L'ANJOU;;Hôtel - Restaurant;9 Chemin du Vaujou;;;LA POMMERAYE;49620;MAUGES-SUR-LOIRE;;49244;47.3622269;-0.8555129;"Route (nationale/départ.)||D723||8;Autoroute||A11, sortie n°19||10;Aéroport/aérodrome||Aéroport Angers Marcé et 70 Km de Nantes||60;Gare SNCF||Champtocé sur Loire||8;Gare routière||Angers||30";;02 41 35 11 00;Partenaire ôsezMauges 2021;;http://www.jardinsdelanjou.fr;;"Facebook||https://www.facebook.com/lesjardinsdelanjou/;Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g1208727-d565831-Reviews-Les_Jardins_de_l_Anjou-La_Pommeraye_Maine_et_Loire_Pays_de_la_Loire.html";;"<div id=""TA_selfserveprop179"" class=""TA_selfserveprop"">;<ul id=""1UfMs4DWGWzD"" class=""TA_links vyM4YmL8Eeo"">;<li id=""CrYAuwM"" class=""93rVVCE"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=179&amp;locationId=565831&amp;lang=fr&amp;rating=true&amp;nreviews=5&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";"Local vélo;Parking privé;Piscine couverte;Restaurant;Salle de sport;Tennis;WiFi";"Accueil Vélo;La Loire à vélo";;;;;oui;supplément 8 € par jour;non;EV6-La Loire à Vélo;145;87;12;oui;"Anglais;Espagnol";oui;non;oui;;Jardins de l'Anjou||02 41 35 11 00||reservation@jardinsdelanjou.fr;||||||02 41 35 11 00||reservation@jardinsdelanjou.fr;non;"Chambre double||82,00||95,00||;Chambre familiale||145,00||165,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.3622269,-0.8555129;Maine-et-Loire
